"","x"
"251",8.39250871962103e-11
"252",1.44047410028259e-09
"253",1.83656976904895e-12
"254",2.83889333308664e-11
"255",1.02437084501629e-08
"256",1.02685652969403e-06
"257",9.8069193855009e-11
"258",1.71417443795551e-11
"259",1.24290160316428e-05
"260",9.82011072905501e-13
"261",7.4473781055108e-09
"262",2.2933377005402e-12
"263",1.30476542973152e-06
"264",7.9328116900488e-07
"265",1.48393420950286e-11
"266",3.71402716962773e-11
"267",1.92021082500897e-10
"268",2.93515785216673e-09
"269",2.05711457971623e-11
"270",2.10922528925668e-05
"271",2.3171572267144e-11
"272",1.69502274449354e-12
"273",6.62909887250904e-13
"274",3.87967117949467e-13
"275",4.30466538268258e-06
"276",1.51513389168298e-07
"277",2.52602704885368e-07
"278",2.86928344140937e-13
"279",7.0412909395453e-12
"280",2.8770049129549e-11
"281",5.94568429777977e-08
"282",3.3297271201639e-11
"283",0.000111407781263857
"284",4.74731994796201e-10
"285",3.14809646163902e-12
"286",5.76361812104695e-10
"287",1.2604170216646e-10
"288",4.46714470503745e-11
"289",6.03446476085389e-10
"290",8.57406672234655e-09
"291",9.10696019472403e-13
"292",1.38550345868596e-11
"293",2.74143188433229e-13
"294",9.23779962919482e-14
"295",0.0037402922121688
"296",1.62481600016922e-09
"297",8.55717917793915e-11
"298",9.8063317999883e-11
"299",1.62175070728134e-08
"300",2.59329885810794e-10
"301",4.94549529594013e-10
"302",0.00147420511424887
"303",4.68120481737902e-13
"304",4.5910071698324e-08
"305",1.16201447293053e-12
"306",7.06136629500869e-12
"307",7.68626434043204e-13
"308",1.06682446016255e-11
"309",4.38534523642986e-10
"310",9.68460776769213e-11
"311",1.8643084952654e-09
"312",2.74738533491875e-05
"313",1.27418687824896e-08
"314",5.66376238108558e-13
"315",2.851835095095e-14
"316",3.61057634648988e-09
"317",3.94325655301989e-11
"318",5.33752685998425e-11
"319",3.52656135997782e-11
"320",1.77394213143402e-13
"321",2.61975573105756e-11
"322",1.58013407058557e-10
"323",3.13047577088811e-08
"324",3.00326571758548e-11
"325",3.63674206018047e-14
"326",5.31545430211217e-14
"327",1.10067088401173e-10
"328",0.00660660954797211
"329",9.6981062680409e-07
"330",7.50352386502267e-08
"331",1.80532006389585e-13
"332",3.65296823435788e-10
"333",2.06919807290991e-13
"334",8.13225012987772e-14
"335",7.9869030082388e-13
"336",1.78153606627792e-07
"337",0.123319882455916
"338",2.6789270845837e-13
"339",4.39005901359006e-10
"340",6.49938033027627e-14
"341",7.63169233823679e-12
"342",8.60772123539791e-13
"343",3.92301095999617e-07
"344",3.20301237387232e-05
"345",6.45405856151297e-11
"346",1.28023674911528e-08
"347",1.35253738896596e-12
"348",3.69310527558403e-08
"349",8.94930790487599e-14
"350",1.59506043698302e-10
"351",1.57406554237555e-11
"352",1.04443542532474e-09
"353",7.74083449411079e-12
"354",1.4283685206228e-08
"355",9.19593223462735e-08
"356",5.13349930499061e-11
"357",4.80642395508615e-15
"358",7.41038459490041e-12
"359",8.86526395352271e-10
"360",2.20151380801688e-13
"361",3.07461258296431e-10
"362",5.48976317597588e-12
"363",4.42748419588719e-13
"364",2.85957429740582e-13
"365",6.54213147707413e-12
"366",1.17071800773167e-08
"367",1.56885462941186e-13
"368",2.4739024883945e-11
"369",1.64674812959098e-10
"370",2.51756406964279e-12
"371",2.34963954597309e-08
"372",7.00274600787041e-12
"373",1.21216516117427e-10
"374",2.64841251432896e-12
"375",1.23150627289777e-12
"376",1.2676636598907e-11
"377",3.05728212907133e-13
"378",4.9586244181738e-11
"379",1.79732684097054e-07
"380",3.85572954442724e-09
"381",9.55513053179602e-11
"382",9.70796826360596e-12
"383",9.61702241754403e-12
"384",9.95259805143466e-10
"385",9.29373485656771e-10
"386",8.75794963737381e-10
"387",9.30710990015765e-10
"388",4.30760975504642e-12
"389",3.28434605541361e-11
"390",2.99119460515187e-12
"391",3.15398915545358e-11
"392",1.38933575847186e-08
"393",0.000148508104568716
"394",1.91227533814196e-10
"395",3.26960340796699e-13
"396",2.14879069984881e-10
"397",6.78975930301473e-13
"398",2.25230621649648e-10
"399",4.16254062576977e-10
"400",1.33242474613157e-11
"401",0.000278052770665391
"402",1.20298590262716e-12
"403",7.82141778713641e-13
"404",1.91592509780864e-13
"405",8.42255350945882e-13
"406",0.00981283896089507
"407",1.3168434725438e-11
"408",1.06620359524541e-12
"409",3.81553468502712e-12
"410",1.61368384832488e-11
"411",2.84098450745885e-11
"412",1.05717113529679e-05
"413",4.58210149342691e-11
"414",4.95346268453008e-14
"415",2.59331001139936e-10
"416",8.03906523667041e-11
"417",9.62189989219996e-05
"418",6.69806787302595e-12
"419",4.73943065351708e-09
"420",6.29137930716907e-14
"421",3.69603618256306e-12
"422",3.01675985410413e-13
"423",1.74063489238552e-10
"424",2.35267551621372e-09
"425",3.56001555891507e-12
"426",4.51700136952361e-11
"427",5.15155874472133e-10
"428",2.41591673661833e-10
"429",7.81578421612565e-13
"430",1.12782391618246e-07
"431",7.17967592066736e-08
"432",6.27958504861586e-13
"433",7.4134318279446e-14
"434",4.0560730933676e-06
"435",1.47260624894588e-14
"436",8.91149439044223e-11
"437",3.24918828550887e-10
"438",4.7380495714739e-11
"439",8.55504849047467e-07
"440",8.49513492248832e-09
"441",1.37412681261429e-09
"442",8.30602904396298e-10
"443",1.14028407440647e-06
"444",1.05253805827087e-12
"445",2.43917595873614e-10
"446",4.99536092656904e-13
"447",1.62589986096201e-13
"448",3.61286012118541e-12
"449",2.78045470520298e-11
"450",2.79667700720993e-13
"451",1.56777647444205e-11
"452",4.65093961618506e-12
"453",6.61163884566563e-08
"454",3.42248587289923e-13
"455",8.35932499882274e-12
"456",2.92320132266774e-11
"457",6.57571260490831e-11
"458",3.54899598402989e-14
"459",0.000295991475875989
"460",8.49165452223599e-13
"461",7.88428605984905e-11
"462",5.86266404998592e-09
"463",2.56280641586443e-08
"464",2.58169284298259e-09
"465",3.68372632111236e-09
"466",7.66343373180864e-12
"467",1.83678642285483e-12
"468",4.53483222113816e-05
"469",1.61352008222778e-10
"470",1.17407713822785e-10
"471",0.156448033054271
"472",2.46834612126824e-11
"473",1.22615210534469e-09
"474",1.54196508408318e-12
"475",1.38907855821476e-13
"476",2.83560159294655e-05
"477",3.53904315824696e-08
"478",6.63563065446316e-12
"479",2.20521209241454e-10
"480",2.69800087197037e-08
"481",1.3763712048944e-12
"482",2.34646512703838e-12
"483",4.80735268401513e-05
"484",5.7430316847023e-11
"485",2.14934077558766e-09
"486",5.56928099876032e-11
"487",2.44513544541294e-09
"488",2.12159318197352e-09
"489",1.34237371034123e-09
"490",1.09333482707849e-10
"491",9.05487285786011e-12
"492",4.80458881031782e-11
"493",1.60838453401859e-12
"494",1.99288552527253e-12
"495",5.61093411445213e-13
"496",9.44675418199242e-13
"497",7.14245853847699e-07
"498",1.81425745143977e-10
"499",1.09774587888261e-09
"500",1.83614752747851e-12
"501",4.34823767521942e-10
"502",3.98405864566765e-13
"503",1.6757058627767e-09
"504",1.03103490977489e-11
"505",4.91179740677276e-10
"506",2.41703910984233e-12
"507",3.41739069202415e-13
"508",6.40724076908357e-11
"509",1.96598845688455e-10
"510",3.83882454702908e-09
"511",2.72552994813609e-13
"512",3.03443491222682e-10
"513",2.73678298752189e-13
"514",2.27396491568219e-12
"515",3.70479927529311e-12
"516",8.05488463662951e-12
"517",2.04214933158822e-13
"518",2.13788011925093e-12
"519",6.45118627204223e-14
"520",4.01381101140181e-13
"521",5.49384103810744e-12
"522",4.43861249657136e-12
"523",4.00109826437671e-08
"524",1.01757373705609e-11
"525",1.5434556894937e-12
"526",2.7289105606648e-08
"527",1.77011116779973e-12
"528",2.17311434739494e-12
"529",2.02012542326389e-10
"530",1.98903322382178e-09
"531",2.95293332032761e-11
"532",3.71648333656338e-14
"533",2.1839994147029e-11
"534",3.55695090284973e-10
"535",3.60012954523421e-12
"536",5.37193191418106e-12
"537",2.91672616233609e-12
"538",1.15793712081332e-07
"539",5.62276790159911e-13
"540",3.57512608173746e-10
"541",2.47206203447517e-09
"542",1.78565243159871e-12
"543",1.17178085088525e-10
"544",9.60377752323522e-11
"545",0.449283871012958
"546",1.56144341764141e-05
"547",8.64841684441464e-09
"548",1.39701642102257e-09
"549",1.95646967118321e-08
"550",3.84533770579137e-11
"551",3.52454631531482e-07
"552",2.81359654692091e-10
"553",5.77341181580913e-10
"554",0.00662357810952129
"555",3.42977326826479e-09
"556",2.58002033973693e-10
"557",2.51958416132095e-10
"558",1.87961875397584e-11
"559",1.135012543188e-10
"560",5.91878779421467e-12
"561",1.45894147436675e-10
"562",1.48042546532599e-15
"563",1.05312664898623e-09
"564",4.9865366108726e-13
"565",8.32163216743633e-11
"566",0.000704775015654875
"567",1.0028474842836e-06
"568",1.09603921172876e-09
"569",4.7316504344506e-09
"570",1.86418854767104e-12
"571",8.00753323578535e-13
"572",2.87776077068019e-15
"573",9.5752972985927e-14
"574",1.08747960966124e-10
"575",4.72462030508074e-11
"576",1.19581927046863e-08
"577",1.07764898969318e-10
"578",4.97108053481067e-10
"579",2.17295559524492e-09
"580",3.31506999694903e-06
"581",9.95285349123981e-09
"582",6.01995143388013e-05
"583",6.87207462357639e-11
"584",2.63976549472405e-10
"585",1.92871410623664e-11
"586",8.58229635038253e-13
"587",5.00175593645457e-08
"588",1.07270699449019e-07
"589",6.64540710654741e-13
"590",1.37568694765668e-05
"591",5.10846362345801e-09
"592",1.38419517086252e-11
"593",2.97511029364435e-10
"594",1.95959466168966e-09
"595",2.20583257481258e-11
"596",5.83445912951815e-14
"597",8.26673199955464e-12
"598",4.05188526922153e-14
"599",1.25040804654554e-07
"600",1.08704438035516e-11
"601",2.39522376028041e-05
"602",5.34503192581569e-11
"603",2.59789948001039e-12
"604",1.06115983646946e-05
"605",0.100953331639568
"606",1.00095426730172e-11
"607",0.00382173730029916
"608",5.60930034382462e-10
"609",1.87385245921595e-12
"610",2.87915119791753e-11
"611",7.87500521231953e-11
"612",1.22648283872474e-11
"613",1.8403727464122e-10
"614",1.64407712891411e-10
"615",1.72159988110747e-05
"616",1.46410177064337e-09
"617",3.60314467319915e-12
"618",5.80527472506429e-14
"619",2.86350541923741e-09
"620",1.69222349375656e-09
"621",6.29261217248331e-13
"622",2.07355883963825e-09
"623",2.13539687806544e-12
"624",7.51539312971011e-09
"625",1.19522504064395e-10
"626",8.47344582882288e-11
"627",3.01308404109566e-11
"628",3.36703757680374e-12
"629",3.37409221192361e-09
"630",9.55644526264086e-13
"631",1.94473856023978e-12
"632",7.27141122767118e-12
"633",3.24729433745329e-08
"634",7.62079635455994e-09
"635",2.13604543234317e-10
"636",0.00930963172046969
"637",4.46644526195338e-14
"638",0.527793413777285
"639",3.81476650541266e-09
"640",4.49210149205106e-12
"641",3.1919136331557e-09
"642",4.08002718494732e-10
"643",5.85901086697268e-13
"644",1.94094217389649e-11
"645",1.28002162674563e-07
"646",9.78762826260964e-10
"647",2.28050325498055e-12
"648",1.48143770111388e-09
"649",1.25779150162178e-11
"650",3.11070000123303e-13
"651",1.57240993643245e-08
"652",3.75344191360163e-12
"653",3.28900057123529e-12
"654",0.86668355869737
"655",3.66250860262489e-13
"656",3.60330840337474e-13
"657",8.376825289205e-14
"658",7.5610339970603e-10
"659",1.92075811161115e-11
"660",3.23082764193632e-11
"661",3.11884189547694e-08
"662",1.53332604456747e-10
"663",3.33437057131393e-08
"664",1.43252286444083e-13
"665",1.69911635087594e-14
"666",5.24116010897456e-09
"667",3.36711798380188e-14
"668",2.48494119351209e-11
"669",8.31097182258375e-11
"670",1.9843431627887e-09
"671",0.00465312308635169
"672",3.20579681721928e-12
"673",2.78403990563194e-10
"674",4.12833435495202e-10
"675",8.65892516662094e-10
"676",1.60992530429999e-11
"677",2.33222098341204e-11
"678",4.60663198639089e-08
"679",3.2167243545412e-11
"680",5.15059394612429e-12
"681",1.0555819957069e-10
"682",1.15823317622637e-05
"683",2.26765840283514e-10
"684",1.71428334459006e-07
"685",1.77698938788296e-12
"686",6.5701950055626e-09
"687",7.18869159790094e-13
"688",8.65760402114783e-09
"689",1.55940441195945e-11
"690",4.0843079928342e-12
"691",5.30126424802199e-09
"692",3.70470709658833e-15
"693",2.78946539810388e-10
"694",3.36785962366328e-13
"695",2.05811091327819e-09
"696",1.60431677659399e-11
"697",4.99856952479057e-12
"698",1.17056668375256e-11
"699",1.98764509264808e-09
"700",1.25952786955733e-13
"701",2.10747294807867e-12
"702",3.7396142946028e-09
"703",9.35030936199642e-11
"704",4.96076648470843e-13
"705",0.000260388702225769
"706",5.83620579033496e-10
"707",1.82642456052267e-11
"708",0.000949199317334928
"709",1.74964615715775e-10
"710",4.23451362860645e-13
"711",0.188667815127287
"712",5.11334745828468e-05
"713",1.1644200320437e-11
"714",1.02570844496289e-11
"715",4.33147539891803e-11
"716",4.24326781413167e-12
"717",3.68745553464751e-13
"718",3.95314455483628e-10
"719",8.00152165302301e-14
"720",3.82063780937299e-06
"721",9.86962906474018e-10
"722",3.35211679193487e-07
"723",2.89592246980944e-11
"724",6.31795998293634e-08
"725",1.83391176917721e-12
"726",2.76877421889707e-12
"727",1.66507326678536e-12
"728",2.0968989221747e-09
"729",4.87501962038275e-07
"730",4.08352608869306e-12
"731",6.67038900980265e-10
"732",6.34068490840615e-08
"733",1.66304412599355e-10
"734",2.19278163132532e-10
"735",2.34254453152542e-06
"736",3.36398388074316e-12
"737",3.73671193960692e-11
"738",4.69615456452102e-10
"739",8.09759090516238e-13
"740",0.00645175466800748
"741",8.54417948190181e-13
"742",3.19063332523021e-12
"743",3.54515691921873e-16
"744",5.45078345633977e-05
"745",6.96744154269989e-08
"746",3.39600946428675e-13
"747",2.45349963645263e-13
"748",7.17812663888354e-12
"749",4.50438579150596e-12
"750",1.58659740433523e-12
"751",1.64933656296341e-11
"752",1.62334296773946e-10
"753",2.47727808346186e-13
"754",1.28661546738391e-08
"755",4.2846666789917e-08
"756",1.04373840840321e-11
"757",5.4345782190229e-12
"758",5.99386653809298e-12
"759",6.6052802767578e-10
"760",5.10897709640772e-11
"761",8.15312292418351e-12
"762",2.5942267870473e-10
"763",3.17469465121053e-14
"764",5.13127663841127e-10
"765",4.56169725679886e-13
"766",6.39081520456388e-11
"767",1.45025810935497e-06
"768",9.84714825981417e-12
"769",2.56354596006049e-09
"770",1.47559305984239e-12
"771",1.26455276688785e-07
"772",2.33424061271932e-13
"773",1.09889568610782e-14
"774",8.94452007731299e-14
"775",1.45066323163771e-07
"776",5.91457933804822e-12
"777",1.03706571752792e-10
"778",2.09670709727266e-08
"779",1.20369730181241e-11
"780",1.10145778048662e-11
"781",2.87013492895397e-09
"782",6.22772281930592e-14
"783",1.2270194213628e-11
"784",1.04785006139065e-10
"785",7.64187218363589e-10
"786",3.74483169584184e-06
"787",6.08287064369703e-12
"788",6.35615831867632e-07
"789",1.95578948370165e-12
"790",7.83327303803176e-15
"791",4.55784099530797e-10
"792",2.14800303558966e-13
"793",2.77939481402931e-14
"794",6.98391650184241e-07
"795",1.17028329834756e-12
"796",1.95372167309614e-12
"797",2.04317235785518e-09
"798",3.48921168526164e-12
"799",3.98720557618425e-13
"800",7.09398019756657e-10
"801",2.68884001992808e-12
"802",2.13431470252257e-13
"803",1.24554901466624e-05
"804",6.67059288579975e-08
"805",1.20074321686853e-08
"806",9.09291171012158e-13
"807",2.07664435176641e-10
"808",3.31143415060649e-12
"809",2.73335907530326e-11
"810",1.87035292532804e-11
"811",4.1730634432662e-11
"812",1.43547417793534e-11
"813",1.76513829551884e-12
"814",4.55149405902426e-12
"815",8.82765924974622e-08
"816",1.85807851439263e-09
"817",1.71997492678118e-12
"818",2.75347405977578e-12
"819",1.68825164739703e-11
"820",3.30155167985312e-09
"821",8.20756177108689e-13
"822",7.895301975936e-09
"823",5.07019494016785e-12
"824",1.61757916391303e-12
"825",1.30151925462489e-12
"826",4.36150135461747e-10
"827",3.71737951842283e-12
"828",1.34913620776726e-08
"829",2.8222032117265e-07
"830",8.11501544411302e-13
"831",5.95663997652402e-13
"832",1.18185906633338e-05
"833",9.4664044549707e-12
"834",8.47652652385445e-14
"835",5.94016683461414e-12
"836",4.03783376634485e-12
"837",1.73059659320557e-11
"838",5.03494735966523e-11
"839",0.00137128618205084
"840",4.91801733490828e-12
"841",1.95819763971997e-11
"842",2.75745984883464e-10
"843",3.54156346596596e-09
"844",4.49204117929781e-09
"845",1.36700341269791e-11
"846",6.424009103808e-12
"847",2.1033806044221e-10
"848",5.65564957168061e-09
"849",1.32468208597215e-10
"850",1.44517539939067e-11
"851",6.85104870111074e-11
"852",7.85898711777011e-11
"853",0.000104190430381084
"854",2.74998192522857e-11
"855",9.8192244456304e-07
"856",3.47670891554838e-11
"857",7.96338121648766e-14
"858",5.89849472264486e-09
"859",1.51788500398632e-10
"860",1.81646606801849e-08
"861",2.06706647664249e-12
"862",4.96103902572319e-13
"863",1.73143370010082e-12
"864",2.31696031569057e-13
"865",5.1103406619467e-11
"866",2.76319791284163e-08
"867",1.36388171303425e-11
"868",6.52526098820824e-12
"869",3.85384804990363e-11
"870",1.73510774309166e-07
"871",2.6313825496117e-11
"872",6.26478252107727e-13
"873",2.47647789200214e-12
"874",2.07345711344019e-12
"875",9.04281591155605e-10
"876",1.03526990286429e-12
"877",9.51459092566292e-11
"878",1.34021856483154e-07
"879",2.03632945467085e-12
"880",9.61126768930307e-13
"881",7.39318548540758e-12
"882",2.32067693486399e-14
"883",8.81556739435256e-11
"884",3.97797654558046e-06
"885",2.6754710717933e-06
"886",9.80612068116164e-09
"887",4.32332028833409e-09
"888",4.99118799601404e-13
"889",2.66102226233671e-10
"890",6.75160254944944e-14
"891",5.2288406687274e-14
"892",1.55192009694455e-09
"893",2.12893010607912e-13
"894",6.41045203427484e-07
"895",3.95791195559173e-08
"896",7.39588403400063e-10
"897",3.20722943063902e-10
"898",3.96322225204941e-12
"899",2.78271161751745e-11
"900",9.37329420907518e-12
"901",6.64702074627388e-18
"902",4.70590316647001e-10
"903",2.41601646642364e-09
"904",2.549284876427e-12
"905",5.23066562598429e-15
"906",3.6981640255293e-11
"907",4.63004539523827e-11
"908",1.25742468624881e-12
"909",6.8671960776182e-09
"910",5.41514582824529e-11
"911",3.03214935221863e-14
"912",1.78189921473904e-11
"913",1.88820374211602e-12
"914",4.74376001039121e-09
"915",3.54979660060219e-06
"916",2.39834582743523e-10
"917",1.30136277996528e-12
"918",1.80086515235782e-10
"919",2.33485852647359e-09
"920",6.837543361528e-10
"921",2.06879305043343e-12
"922",3.73894555196327e-13
"923",7.95998333000223e-13
"924",1.105965591224e-10
"925",2.77404528617025e-11
"926",4.16106935417479e-07
"927",1.32419651333982e-14
"928",3.9537427131174e-13
"929",2.57328550374046e-12
"930",7.60002598348339e-10
"931",3.48655555478292e-12
"932",9.41451277172614e-12
"933",5.03323141048166e-11
"934",1.30909841504852e-10
"935",3.10852210298616e-13
"936",2.48536868363923e-11
"937",1.23383329880599e-10
"938",1.29400823532006e-10
"939",1.04421818847621e-11
"940",1.98859110563593e-12
"941",1.40684227549631e-11
"942",4.90268367101877e-12
"943",6.76184132415201e-15
"944",7.89729428218432e-10
"945",2.70321187513522e-10
"946",2.27395314401004e-12
"947",3.93643586127161e-12
"948",2.1113277202048e-05
"949",2.54750018901357e-15
"950",8.20625075163619e-11
"951",4.28511323518653e-12
"952",0.00598794928003722
"953",1.10150207153289e-11
"954",3.4503410998883e-11
"955",2.020903218612e-12
"956",1.85815377314755e-12
"957",1.08283224747375e-11
"958",2.27933375346836e-14
"959",1.3872531174918e-10
"960",2.82091830555118e-13
"961",2.50812605043816e-13
"962",3.20033711521734e-11
"963",6.50191373649487e-11
"964",3.09236671140787e-11
"965",2.55773523103372e-12
"966",1.96800783439322e-08
"967",8.79746867949438e-11
"968",0.000785616666937369
"969",3.44291771154876e-08
"970",7.99632534692044e-12
"971",0.42030095675926
"972",5.57203737944468e-10
"973",2.88593751635508e-12
"974",2.69765177554145e-11
"975",2.99373075655516e-12
"976",2.87206789654184e-13
"977",1.62329379668635e-10
"978",1.11422643997409e-09
"979",8.29710981055783e-13
"980",9.75708715714166e-09
"981",1.36419595637459e-08
"982",1.00545660142715e-07
"983",7.50184144086534e-14
"984",1.10740843791166e-11
"985",1.02208535825447e-12
"986",5.16715606663853e-10
"987",7.77620327325929e-14
"988",1.63748590297012e-09
"989",2.33424278514082e-13
"990",7.59695460239242e-09
"991",9.35206289425586e-07
"992",1.57366355362911e-08
"993",0.0016021181482206
"994",1.07261408896425e-10
"995",3.43238513587281e-06
"996",1.3511894354065e-12
"997",6.18664779010498e-08
"998",3.47286482667532e-08
"999",5.02388209193786e-10
"1000",1.78822952951359e-12
